"plotLon","plotLat","temp","prec","therm","deficit","moisture","soil","elev"
"62288138010538_ereg_221",-73.0559,41.9707,-2.553,1300.055,731.522,1317.211,0,"AlfInc",301.730804443359
"62288422010538_ereg_221",-73.3393,41.5264,-1.585,1255.134,553.967,1738.736,-0.25,"AlfInc",236.980926513672
"62288503010538_ereg_221",-73.2237,41.7227,-3.345,1314.696,556.907,1676.149,0.432,"SpodHist",273.218048095703
"62288671010538_ereg_221",-73.3482,41.6382,-1.658,1271.408,549.649,1651.387,0.254,"AlfInc",281.036254882812
"62288758010538_ereg_221",-72.5194,41.4105,0.662,1326.197,860.463,1361.705,-0.311,"AlfInc",104.859596252441
"62289080010538_ereg_221",-72.3361,41.4495,2.285,1305.647,936.567,1401.876,-0.005,"EntVert",28.0771045684814
"62289284010538_ereg_221",-72.7487,41.5907,0.057,1301.986,670.844,1842.917,-0.066,"Others",145.46826171875
"62289397010538_ereg_221",-72.9116,41.4126,1.188,1307.306,716.67,1840.622,0.195,"AlfInc",110.214172363281
"62289648010538_ereg_221",-72.8698,41.5005,0.02,1282.294,615.341,1889.456,0.109,"AlfInc",81.50244140625
"62289802010538_ereg_221",-73.1226,41.3819,-0.617,1348.371,637.643,1759.019,-0.282,"AlfInc",106.858306884766
"62289979010538_ereg_221",-71.9949,41.4001,1.915,1282.073,923.145,1440.943,0.16,"AlfInc",82.9322662353516
"62290278010538_ereg_221",-72.3148,41.7471,2.415,1255.968,672.726,1668.57,-0.051,"AlfInc",182.759872436523
"62290375010538_ereg_221",-72.2737,41.8066,0.04,1251.116,624.688,1791.674,0.105,"AlfInc",169.520278930664
"62290501010538_ereg_221",-72.4917,42.0165,-0.707,1185.382,675.236,1865.122,-0.535,"AlfInc",101.356979370117
"62290852010538_ereg_221",-72.1741,41.956,-0.875,1292.216,742.315,1331.851,0.304,"AlfInc",260.506164550781
"62291195010538_ereg_221",-72.1214,41.7487,2.16,1276.859,668.871,1650.971,0.064,"AlfInc",132.501083374023
"62291298010538_ereg_221",-72.0074,41.6495,-0.157,1264.443,903.252,1425.813,0.302,"AlfInc",107.006858825684
"62291373010538_ereg_221",-72.0342,41.6937,-0.395,1273.544,877.943,1429.098,-0.208,"AlfInc",166.719299316406
"63289972010538_ereg_M211",-72.4258,42.9706,-3.947,1107.495,657.506,1324.49,0,"AlfInc",207.989135742188
"64248962010538_ereg_211",-74.6338,44.7598,-2.52,970.153,723.587,1446.197,-0.465,"AlfInc",159.87727355957
"64249251010538_ereg_M211",-74.8344,44.4498,-8.37,1122.801,708.622,1348.646,0,"SpodHist",423.319366455078
"64249405010538_ereg_M211",-74.5954,44.2682,-7.572,1105.862,719.491,1299.391,0.225,"SpodHist",462.772186279297
"64249508010538_ereg_M211",-74.6729,44.1339,-6.945,1158.724,1020.837,885.505,0.051,"SpodHist",616.935302734375
"64249715010538_ereg_M211",-74.7079,44.3907,-7.322,1116.362,634.075,1256.52,-0.239,"SpodHist",445.982452392578
"64249828010538_ereg_M211",-74.9512,44.3108,-6.06,1126.066,744.305,1355.316,0.025,"AlfInc",454.729461669922
"64249939010538_ereg_M211",-74.8768,44.0847,-8.647,1164.013,976.658,977.477,-0.405,"SpodHist",547.463623046875
"64250079010538_ereg_211",-74.9837,44.5454,-7.068,1051.923,745.833,1419.044,0.064,"SpodHist",239.523910522461
"64250200010538_ereg_211",-75.2023,44.4923,-7.44,968.012,689.394,1439.109,0.585,"AlfInc",190.194976806641
"64250438010538_ereg_211",-75.0869,44.8657,-7.075,951.059,796.234,1059.899,-0.157,"SpodHist",82.9781799316406
"64250653010538_ereg_221",-73.8366,43.064,-1.477,1118.837,1730.065,511.86,0.071,"EntVert",121.913833618164
"64251039010538_ereg_M211",-73.8951,43.361,-3.893,1138.513,1274.041,562.904,0,"AlfInc",269.144897460938
"64251276010538_ereg_211",-73.9961,42.9895,-4.143,1164.012,1739.917,354.428,0.274,"AlfInc",223.088958740234
"64251642010538_ereg_211",-74.5163,42.4971,-3.13,1079.704,1680.709,290.598,-0.064,"AlfInc",514.618896484375
"64251750010538_ereg_211",-74.3836,42.6443,-3.055,1072.642,1667.021,311.981,0.295,"AlfInc",360.419036865234
"64252041010538_ereg_211",-74.4185,42.4302,-2.762,1037.177,1495.148,307.049,0.213,"AlfInc",570.595275878906
"64252912010538_ereg_211",-77.3676,42.1566,-3.435,847.921,1165.619,821.431,0.33,"AlfInc",437.187377929688
"64253409010538_ereg_211",-74.6254,41.7407,-3.28,1251.093,547.45,1692.192,0.179,"AlfInc",425.222137451172
"64254188010538_ereg_211",-76.4885,42.1991,-3.322,985.335,510.122,1833.089,0.151,"AlfInc",338.405242919922
"64254488010538_ereg_211",-74.2301,42.0825,-3.245,1409.619,1636.827,298.184,0,"AlfInc",386.323852539062
"64254629010538_ereg_211",-74.3228,41.9647,-4.152,1549.854,1556.625,297.31,0.465,"AlfInc",632.259765625
"64254837010538_ereg_211",-74.1197,42.005,-0.877,1331.521,1726.705,321.235,0.093,"AlfInc",226.799499511719
"64254980010538_ereg_221",-74.3212,41.7178,-1.79,1384.502,1418.294,637.488,0.174,"AlfInc",591.480041503906
"64255235010538_ereg_211",-74.6688,41.9745,-2.615,1386.64,482.419,1457.457,0,"AlfInc",829.900268554688
"64255321010538_ereg_M211",-73.6821,43.5159,-4.107,1057.705,1210.115,677.051,0.13,"SpodHist",221.269424438477
"64256117010538_ereg_M211",-74.0495,43.4774,-5.205,1330.423,1369.553,293.757,0.218,"SpodHist",488.348205566406
"64256371010538_ereg_221",-73.3289,43.179,-4.837,967.237,546.374,1727.579,-0.23,"AlfInc",155.212997436523
"64256438010538_ereg_221",-73.5916,43.3386,-4.68,991.449,525.572,1792.085,0.176,"Others",85.1311492919922
"64256723010538_ereg_222",-77.1211,43.2162,-1.828,961.52,549.997,1807.919,0.649,"AlfInc",160.385864257812
"64256922010538_ereg_222",-77.2744,43.1805,-2.242,902.497,531.111,1791.355,0.515,"AlfInc",156.008773803711
"64257252010538_ereg_211",-77.3157,42.6151,-1.027,942.332,1601.19,293.15,-0.079,"AlfInc",621.569152832031
"64258534010538_ereg_211",-78.1501,42.0783,-2.287,1043.146,508.743,1563.485,0.194,"AlfInc",620.35791015625
"64258958010538_ereg_211",-77.7467,42.2086,-5.383,1006.097,481.069,1585.197,0.161,"AlfInc",635.019165039062
"64259362010538_ereg_221",-73.8075,40.8756,6.352,1199.915,1119.767,1645.609,0.507,"Others",8.38497638702393
"64259448010538_ereg_211",-76.0275,42.3971,-6.547,1014.438,511.134,1650.09,-0.259,"AlfInc",380.541687011719
"64260305010538_ereg_211",-78.6306,42.4035,-6.325,1117.35,1108.924,1037.304,0.337,"AlfInc",591.821105957031
"64260490010538_ereg_211",-78.6994,42.02,-3.02,1237.245,1028.994,941.582,-0.291,"Others",582.833129882812
"64260603010538_ereg_211",-78.4023,42.2051,-5.075,1128.301,1097.579,992.279,-0.169,"AlfInc",572.851379394531
"64261049010538_ereg_221",-78.8746,42.3194,-5.422,1149.012,805.926,1381.169,0.125,"AlfInc",446.656829833984
"64261779010538_ereg_221",-79.3503,42.0546,-5.125,1162.078,813.046,1407.79,0.16,"AlfInc",481.855895996094
"64262047010538_ereg_221",-79.3066,42.1947,-5.523,1181.704,1117.673,1005.602,-0.141,"AlfInc",467.329986572266
"64263200010538_ereg_211",-75.3152,42.7419,-5.83,1062.624,1635.274,298.171,-0.002,"AlfInc",422.435424804688
"64263308010538_ereg_211",-75.5929,42.1957,-1.94,1021.863,1723.098,330.976,0.163,"AlfInc",307.568695068359
"64263606010538_ereg_M211",-73.6768,44.506,-4.617,953.677,671.191,1312.253,-0.344,"SpodHist",387.331604003906
"64263887010538_ereg_M211",-73.6613,44.7368,-6.225,1014.136,1308.528,576.203,-0.398,"AlfInc",384.983581542969
"64264010010538_ereg_211",-73.5927,44.9395,-6.697,866.99,415.354,1737.336,-0.097,"SpodHist",97.453498840332
"64264143010538_ereg_211",-73.5693,44.6559,-5.537,838.213,506.069,1369.909,0.161,"AlfInc",149.732986450195
"64264839010538_ereg_211",-73.9195,44.9021,-8.883,954.738,645.823,1359.465,0.016,"SpodHist",400.581848144531
"64265173010538_ereg_221",-73.4775,42.4084,-3.935,1142.021,344.387,1880.834,0.047,"AlfInc",376.789367675781
"64265643010538_ereg_211",-75.2702,41.9424,-1.322,1104.823,1753.388,373.13,0.418,"AlfInc",377.941192626953
"64265752010538_ereg_211",-74.9284,42.1367,-2.613,1168.392,1588.144,282.046,-0.162,"AlfInc",647.484558105469
"64266339010538_ereg_211",-75.0617,42.2193,-1.555,1217.171,1802.148,306.098,-0.287,"AlfInc",543.83056640625
"64266452010538_ereg_211",-74.6973,42.2073,-4.102,1133.609,500.878,1470.941,-0.119,"AlfInc",748.549194335938
"64266650010538_ereg_211",-75.0134,41.9976,-1.602,1186.115,478.77,1549.334,-0.057,"AlfInc",572.777160644531
"64267158010538_ereg_221",-73.8005,41.9596,-3.175,1148.846,319.878,2078.074,0.066,"AlfInc",167.912475585938
"64267498010538_ereg_222",-78.7061,42.6757,-4.5,1270.146,777.211,1376.783,0.113,"AlfInc",468.228851318359
"64268018010538_ereg_M211",-73.5729,44.439,-4.663,856.581,509.435,1317.652,-0.101,"SpodHist",232.852493286133
"64268343010538_ereg_211",-73.4278,44.5228,-6.303,830.57,463.834,1324.527,-0.478,"AlfInc",85.3356246948242
"64268522010538_ereg_211",-73.4312,44.3496,-4.08,850.444,736.427,1056.915,0,"AlfInc",219.982894897461
"64268633010538_ereg_M211",-73.5045,44.1911,-5.897,928.111,836.171,1019.674,0.099,"AlfInc",223.714431762695
"64268933010538_ereg_M211",-73.7627,44.1197,-9.71,1254,1468.46,0,-0.283,"SpodHist",739.675415039062
"64269216010538_ereg_M211",-73.8306,43.7841,-3.235,1117.485,1438.586,285.858,-0.022,"SpodHist",364.80859375
"64269312010538_ereg_M211",-73.9544,43.8519,-8.258,1242.637,1265.828,271.382,-0.142,"SpodHist",557.109130859375
"64269439010538_ereg_M211",-73.8794,44.2037,-4.398,1289.745,1514.89,0,-0.328,"SpodHist",825.77294921875
"64269699010538_ereg_M211",-74.1955,44.0115,-9.34,1104.547,1108.371,496.613,-0.058,"SpodHist",594.540710449219
"64269829010538_ereg_M211",-74.0809,44.1749,-9.092,1209.629,1158.489,217.47,-0.014,"SpodHist",700.044799804688
"64270428010538_ereg_M211",-74.4753,44.4473,-7.85,1088.54,1359.161,240.047,-0.008,"SpodHist",492.595855712891
"64270806010538_ereg_M211",-74.0842,44.5443,-7.743,1086.5,1079.334,551.374,0,"SpodHist",517.252136230469
"64271009010538_ereg_M211",-74.2095,44.233,-9.31,1060.957,1275.293,222.136,0.093,"SpodHist",900.534912109375
"64271172010538_ereg_M211",-74.3423,44.1277,-8.77,1101.07,716.682,1323.467,0.077,"SpodHist",500.567413330078
"64271317010538_ereg_M211",-74.0363,44.76,-8.078,1203.958,1250.011,590.84,-0.435,"SpodHist",575.986267089844
"64271526010538_ereg_M211",-74.5212,44.6539,-8.085,1124.706,1531.149,241.623,0.373,"SpodHist",471.606781005859
"64271734010538_ereg_M211",-74.2608,44.7243,-9.012,1175.006,1080.095,548.136,-0.099,"SpodHist",595.367492675781
"64271994010538_ereg_211",-74.6461,43.0835,-3.955,1196.615,1581.465,296.518,0,"AlfInc",364.277923583984
"64272155010538_ereg_211",-74.2103,43.1878,-5.455,1219.589,1532.019,304.882,0.368,"SpodHist",243.09635925293
"64272475010538_ereg_M211",-74.357,43.2124,-6.12,1296.806,1408.295,295.9,0.573,"SpodHist",469.921539306641
"64272659010538_ereg_M211",-74.5618,43.1968,-9.058,1382.569,1418.121,280.235,-0.127,"SpodHist",594.188415527344
"64272774010538_ereg_222",-78.1983,42.909,-2.018,930.744,1492.391,689.206,0.224,"AlfInc",312.101104736328
"64273081010538_ereg_211",-74.2444,42.3865,-2.238,1208.108,1598.587,286.24,0.32,"AlfInc",657.345520019531
"64273602010538_ereg_221",-73.8048,42.4615,-0.61,993.151,1152.108,1078.852,0.214,"AlfInc",60.0429534912109
"64273754010538_ereg_211",-74.1216,42.2382,-2.65,1402.715,1672.937,295.04,0.114,"AlfInc",631.924987792969
"64273907010538_ereg_211",-74.358,42.1692,-5.498,1343.907,1393.548,256.276,-0.113,"AlfInc",975.156188964844
"64274031010538_ereg_M211",-74.738,43.9531,-8.143,1187.323,1192.692,544.928,-0.102,"SpodHist",538.854309082031
"64274128010538_ereg_M211",-74.532,44.0487,-5.695,1168.061,1176.093,515.78,-0.281,"SpodHist",657.244018554688
"64274255010538_ereg_M211",-74.327,43.8697,-4.648,1166.68,1167.529,509.929,-0.147,"SpodHist",600.685668945312
"64274356010538_ereg_M211",-74.4234,44.0725,-7.258,1135.851,1110.897,526.639,-0.283,"SpodHist",587.587219238281
"64274503010538_ereg_M211",-74.3622,43.2636,-7.985,1321.46,1412.955,289.887,0.2,"SpodHist",448.966644287109
"64274754010538_ereg_M211",-74.2654,43.6223,-6.522,1211.208,1145.803,531.62,0.283,"SpodHist",551.644836425781
"64274882010538_ereg_M211",-74.504,43.6053,-8.353,1613.601,1324.839,260.854,0.119,"SpodHist",785.3701171875
"64274997010538_ereg_M211",-74.4683,43.353,-6.985,1408.149,1384.868,291.166,0.049,"SpodHist",566.048583984375
"64275088010538_ereg_M211",-74.5345,43.7903,-6.865,1381.965,1326.25,277.559,0.023,"SpodHist",794.519653320312
"64275190010538_ereg_M211",-74.4172,43.7227,-5.683,1521.799,1339.776,242.482,-0.034,"SpodHist",860.011291503906
"64275460010538_ereg_M211",-74.5992,43.4476,-9.192,1725.06,1290.652,251.623,0.128,"SpodHist",817.290954589844
"64275591010538_ereg_M211",-74.7406,43.5148,-8.35,1377.558,1418.503,271.572,-0.145,"SpodHist",643.579162597656
"64275700010538_ereg_M211",-74.8304,43.3733,-6.287,1343.104,1492.177,288.912,0.039,"SpodHist",556.89404296875
"64275833010538_ereg_M211",-74.8055,43.9945,-8.64,1193.685,1212.956,532.805,0.248,"SpodHist",613.545471191406
"64275940010538_ereg_M211",-74.7639,43.7676,-1.66,1232.825,1120.538,511.657,0.099,"SpodHist",636.627746582031
"64276055010538_ereg_M211",-74.463,43.9633,-5.252,1125.14,1136.386,503.655,-0.066,"SpodHist",549.264465332031
"64276474010538_ereg_M211",-74.8616,43.5874,-4.277,1420.132,1256.033,531.561,-0.217,"AlfInc",681.843200683594
"64276609010538_ereg_M211",-74.7209,43.2714,-6.36,1422.485,895.764,919.63,0.216,"SpodHist",616.480407714844
"64276708010538_ereg_211",-74.9276,43.2286,-6.73,1289.563,1042.483,958.667,-0.207,"SpodHist",471.868957519531
"64276807010538_ereg_M211",-74.9719,43.6923,-8.185,1273.898,959.861,1016.329,-0.446,"SpodHist",564.912536621094
"64276936010538_ereg_M211",-75.092,43.7963,-5.07,1269.747,1309.069,603.022,0,"AlfInc",530.62158203125
"64277043010538_ereg_M211",-75.053,43.5592,-4.793,1340.208,1307.674,591.388,0.026,"SpodHist",557.589721679688
"64277160010538_ereg_M211",-74.9832,43.9287,-4.867,1266.088,1279.103,590.231,0.362,"SpodHist",617.461791992188
"64277424010538_ereg_211",-75.9156,43.7026,-7.482,1395.97,1339.179,600.539,-0.435,"SpodHist",402.267028808594
"64277620010538_ereg_211",-76.0562,44.0197,-6.23,899.914,1172.725,1084.613,-0.033,"AlfInc",99.5561904907227
"64277683010538_ereg_211",-76.0413,44.2373,-5.602,962.289,754.133,1534.391,0.225,"AlfInc",105.867797851562
"64277931010538_ereg_211",-75.8821,44.2482,-8.537,998.957,691.368,1301.9,0.048,"AlfInc",132.329147338867
"64278066010538_ereg_222",-76.0267,43.7767,-4.13,1100.273,1128.66,1079.916,-0.331,"AlfInc",192.628646850586
"64278199010538_ereg_211",-75.583,43.9987,-9.365,1052.819,731.563,1361.631,-0.418,"AlfInc",232.422119140625
"64278394010538_ereg_M211",-75.225,44.1183,-6.095,1140.232,723.517,1343.124,0.205,"SpodHist",351.279205322266
"64278612010538_ereg_M211",-75.1821,43.6296,-6.44,1288.115,1435.195,647.354,1,"SpodHist",430.007171630859
"64278709010538_ereg_211",-75.7051,43.5579,-5.21,1433.036,1307.833,616.598,0.232,"SpodHist",463.849456787109
"64278871010538_ereg_M211",-75.2497,43.8583,-6.797,1194.723,1374.124,635.164,0,"AlfInc",411.571960449219
"64278967010538_ereg_M211",-75.3013,43.737,-8.155,1195.417,1450.45,654.155,0.029,"SpodHist",388.4775390625
"64279199010538_ereg_211",-75.5155,43.6619,-8.748,1491.819,1275.143,602.326,-0.021,"SpodHist",589.776123046875
"64279563010538_ereg_211",-75.673,42.887,-5.885,1112.608,507.685,1654.832,0.193,"AlfInc",436.365814208984
"64279991010538_ereg_211",-74.5418,42.9554,-7.343,1089.921,531.241,1906.524,0,"AlfInc",249.74153137207
"64280314010538_ereg_221",-73.6648,40.8251,7.043,1195.607,1161.927,1668.097,0.611,"Others",15.418532371521
"64280602010538_ereg_211",-75.686,43.4181,-5.082,1396.083,1401.028,302.521,-0.243,"SpodHist",353.198669433594
"64280725010538_ereg_211",-75.2374,43.0224,-6.922,1131.237,549.833,1732.719,1,"AlfInc",306.350402832031
"64281485010538_ereg_222",-76.0253,42.9812,-4.102,1039.106,1666.305,662.895,0.296,"AlfInc",320.099700927734
"64281678010538_ereg_222",-76.0309,43.156,-4.79,1052.567,555.572,1746.95,0.446,"SpodHist",119.806755065918
"64282325010538_ereg_222",-77.3614,42.7659,-0.93,961.428,738.443,1363.374,0.166,"AlfInc",372.351715087891
"64282663010538_ereg_221",-74.0519,41.3063,5.225,1338.844,1916.677,367.565,0.44,"AlfInc",282.36669921875
"64283182010538_ereg_222",-76.5503,43.2749,-1.755,1079.975,1491.514,588.267,0.319,"AlfInc",149.573120117188
"64283690010538_ereg_211",-74.8646,42.7468,-6.96,1136.089,679.922,1189.448,-0.01,"AlfInc",474.083160400391
"64283836010538_ereg_211",-75.3085,42.6538,-7.703,1076.819,566.679,1721.454,0.114,"AlfInc",463.089324951172
"64284254010538_ereg_211",-75.423,44.6539,-6.123,952.786,713.182,1494.294,-0.07,"AlfInc",97.4701309204102
"64284299010538_ereg_M211",-74.7337,44.622,-7.613,1117.194,688.57,1325.153,0.426,"SpodHist",372.063537597656
"64284624010538_ereg_211",-74.8716,44.7461,-8.072,977.946,1183.995,554.189,0.002,"SpodHist",114.269508361816
"64284718010538_ereg_211",-75.2904,44.3223,-6.245,1047.358,712.421,1367.81,-0.088,"AlfInc",233.448745727539
"64284837010538_ereg_M211",-75.034,44.1869,-5.783,1128.773,750.283,1354.881,0.126,"AlfInc",477.473297119141
"65136133010538_ereg_211",-75.0072,44.5298,-7.335,1051.923,758.656,1372.895,-0.053,"SpodHist",238.834625244141
"65136250010538_ereg_M211",-75.1,44.3086,-5.09,1113.949,748.232,1363.748,0.273,"SpodHist",326.274993896484
"65136366010538_ereg_M211",-75.1967,44.1796,-6.335,1124.608,740.76,1316.609,0.073,"AlfInc",348.748992919922
"65136583010538_ereg_211",-75.4161,44.7332,-3.303,949.425,573.221,1172.834,-0.49,"AlfInc",90.7498626708984
"65137195010538_ereg_M211",-74.0977,43.3766,-4.885,1314.493,1410.147,291.527,-0.115,"SpodHist",630.537475585938
"65138463010538_ereg_222",-76.7916,42.5139,-3.565,1015.674,482.277,1733.593,-0.042,"AlfInc",550.81005859375
"65138834010538_ereg_211",-77.1046,42.0723,-0.468,880.848,592.836,1695.897,0.071,"AlfInc",453.882629394531
"65138948010538_ereg_211",-77.4504,42.264,-4.212,827.261,491.145,1658.939,-0.184,"AlfInc",560.371826171875
"65139204010538_ereg_211",-77.6221,42.0347,-4.575,967.231,486.651,1665.705,0.174,"AlfInc",657.542358398438
"65139398010538_ereg_211",-77.4536,42.3259,-2.908,888.412,1503.685,513.007,-0.013,"AlfInc",525.670471191406
"65139697010538_ereg_211",-77.6754,42.2782,-3.26,924.753,508.678,1585.027,-0.208,"AlfInc",567.797790527344
"65139827010538_ereg_211",-77.3197,42.5501,-5.18,989.297,1525.577,311.907,-0.482,"AlfInc",661.818420410156
"65140169010538_ereg_221",-72.7312,40.8585,1.15,1198.997,636.823,1733.611,0.062,"AlfInc",34.2329940795898
"65140997010538_ereg_211",-74.5992,41.8318,-1.795,1290.37,545.601,1603.167,-0.189,"AlfInc",447.766906738281
"65141181010538_ereg_211",-74.5773,41.5749,-3.645,1301.083,488.961,1574.819,0.135,"AlfInc",457.914886474609
"65142380010538_ereg_221",-74.2526,41.7723,0.548,1233.678,1203.958,1070.75,-0.35,"AlfInc",123.361518859863
"65142500010538_ereg_211",-74.1864,41.9272,-0.555,1321.002,1640.131,328.936,0.16,"AlfInc",142.556579589844
"65142769010538_ereg_211",-74.5029,41.958,-3.285,1475.998,1460.938,290.618,0.015,"AlfInc",728.055480957031
"65142891010538_ereg_211",-74.4062,41.8911,-3.09,1360.015,1556.929,310.796,0.121,"AlfInc",661.703735351562
"65143022010538_ereg_211",-74.6248,42.0441,-5.055,1400.845,1413.968,256.336,0.093,"AlfInc",863.370483398438
"65143146010538_ereg_M211",-73.6848,43.7373,-4.657,1109.298,1255.831,531.867,0,"AlfInc",258.403839111328
"65143406010538_ereg_M211",-73.8978,43.7447,-3.185,1112.293,987.197,936.973,0.305,"AlfInc",355.106353759766
"65143953010538_ereg_M211",-73.858,43.6944,-6.855,1093.485,1481.311,294.882,0,"SpodHist",302.161285400391
"65144071010538_ereg_M211",-74.0773,43.64,-6.412,1264.048,1353.081,278.147,0,"SpodHist",700.518188476562
"65144560010538_ereg_211",-73.4086,43.795,-4.707,994.388,1076.585,661.916,0.05,"AlfInc",90.3816070556641
"65145519010538_ereg_221",-79.385,42.3607,-5.912,1243.9,1158.777,1067.326,0.395,"AlfInc",464.318054199219
"65146099010538_ereg_211",-76.5643,42.1225,-1.308,1004.377,499.098,1666.026,0.112,"AlfInc",368.454681396484
"65147272010538_ereg_M211",-73.738,44.6695,-7.562,946.252,998.632,741.312,-0.121,"AlfInc",287.130737304688
"65147594010538_ereg_211",-73.7809,44.9089,-6.948,854.358,576.313,1393.551,0.477,"SpodHist",241.076248168945
"65147894010538_ereg_211",-73.5587,44.9723,-7.45,865.517,407.617,1686.028,0.287,"AlfInc",86.5529327392578
"65148020010538_ereg_M211",-73.6449,44.8063,-6.903,968.385,953.57,946.362,-0.129,"SpodHist",424.56298828125
"65148211010538_ereg_M211",-73.8336,44.5185,-7.315,1021.579,888.119,884.179,0.194,"SpodHist",644.45849609375
"65148365010538_ereg_221",-73.4128,42.4817,-4.185,1145.041,519.329,1577.684,-0.289,"AlfInc",305.299072265625
"65148693010538_ereg_221",-73.6181,42.2083,-4.955,1124.623,584.239,1698.908,-0.121,"AlfInc",278.761291503906
"65148791010538_ereg_221",-73.8358,42.1282,-3.078,1074.435,594.927,1695.686,0.515,"AlfInc",56.763973236084
